timestamp,visibility_distance,current_temperature,feels_like_temperature,is_rainy,wind_speed
2024-12-12 13:00:00,10000.0,9.99,9.13,0.0,7.42
2024-12-12 13:15:00,10000.0,9.99,9.037500000000001,0.0,7.8774999999999995
2024-12-12 13:30:00,10000.0,9.99,8.945,0.0,8.335
2024-12-12 13:45:00,10000.0,9.99,8.8525,0.0,8.7925
2024-12-12 14:00:00,10000.0,9.99,8.76,0.0,9.25
2024-12-12 14:15:00,10000.0,9.99,8.8525,0.0,8.7925
2024-12-12 14:30:00,10000.0,9.99,8.945,0.0,8.335
2024-12-12 14:45:00,10000.0,9.99,9.037500000000001,0.0,7.8774999999999995
2024-12-12 15:00:00,10000.0,9.99,9.13,0.0,7.42
2024-12-12 15:15:00,10000.0,9.99,9.13,0.0,7.42
2024-12-12 15:30:00,10000.0,9.99,9.13,0.0,7.42
2024-12-12 15:45:00,10000.0,9.99,9.13,0.0,7.42
2024-12-12 16:00:00,10000.0,9.99,9.13,0.0,7.42
2024-12-12 16:15:00,10000.0,9.99,9.13,0.0,7.42
2024-12-12 16:30:00,10000.0,9.99,9.13,0.0,7.42
2024-12-12 16:45:00,10000.0,9.99,9.13,0.0,7.42
2024-12-12 17:00:00,10000.0,9.99,9.13,0.0,7.42
2024-12-12 17:15:00,10000.0,9.74,8.96,0.25,6.95
2024-12-12 17:30:00,10000.0,9.49,8.79,0.5,6.48
2024-12-12 17:45:00,10000.0,9.24,8.62,0.75,6.01
2024-12-12 18:00:00,10000.0,8.99,8.45,1.0,5.54
2024-12-12 18:15:00,10000.0,8.74,8.334999999999999,1.0,4.155
2024-12-12 18:30:00,10000.0,8.49,8.219999999999999,1.0,2.77
2024-12-12 18:45:00,10000.0,8.24,8.105,1.0,1.3849999999999998
2024-12-12 19:00:00,10000.0,7.99,7.99,1.0,0.0
2024-12-12 19:15:00,10000.0,7.74,7.535,1.0,1.385
2024-12-12 19:30:00,10000.0,7.49,7.08,1.0,2.77
2024-12-12 19:45:00,10000.0,7.24,6.625,1.0,4.155
2024-12-12 20:00:00,10000.0,6.99,6.17,1.0,5.54
2024-12-12 20:15:00,10000.0,6.99,6.375,1.0,5.0825
2024-12-12 20:30:00,10000.0,6.99,6.58,1.0,4.625
2024-12-12 20:45:00,10000.0,6.99,6.785,1.0,4.1675
2024-12-12 21:00:00,10000.0,6.99,6.99,1.0,3.71
2024-12-12 21:15:00,10000.0,7.24,6.9425,1.0,4.6375
2024-12-12 21:30:00,10000.0,7.49,6.895,1.0,5.5649999999999995
2024-12-12 21:45:00,10000.0,7.74,6.8475,1.0,6.4925
2024-12-12 22:00:00,10000.0,7.99,6.8,1.0,7.42
2024-12-12 22:15:00,10000.0,8.24,6.775,0.75,9.2725
2024-12-12 22:30:00,10000.0,8.49,6.75,0.5,11.125
2024-12-12 22:45:00,10000.0,8.74,6.725,0.25,12.9775
2024-12-12 23:00:00,10000.0,8.99,6.7,0.0,14.83
2024-12-12 23:15:00,10000.0,8.74,6.535,0.0,13.9025
2024-12-12 23:30:00,10000.0,8.49,6.37,0.0,12.975
2024-12-12 23:45:00,10000.0,8.24,6.205,0.0,12.0475
2024-12-13 00:00:00,10000.0,7.99,6.04,0.0,11.12
2024-12-13 00:15:00,10000.0,7.49,6.0275,0.0,8.799999999999999
2024-12-13 00:30:00,10000.0,6.99,6.015000000000001,0.0,6.4799999999999995
2024-12-13 00:45:00,10000.0,6.49,6.0025,0.0,4.16
2024-12-13 01:00:00,10000.0,5.99,5.99,0.0,1.84
2024-12-13 01:15:00,10000.0,5.74,5.3175,0.0,3.2350000000000003
2024-12-13 01:30:00,10000.0,5.49,4.645,0.0,4.63
2024-12-13 01:45:00,10000.0,5.24,3.9725,0.0,6.025
2024-12-13 02:00:00,10000.0,4.99,3.3,0.0,7.42
2024-12-13 02:15:00,10000.0,5.49,3.6049999999999995,0.0,8.805
2024-12-13 02:30:00,10000.0,5.99,3.9099999999999997,0.0,10.190000000000001
2024-12-13 02:45:00,10000.0,6.49,4.215,0.0,11.575000000000001
2024-12-13 03:00:00,10000.0,6.99,4.52,0.0,12.96
2024-12-13 03:15:00,10000.0,6.99,4.6,0.0,12.5
2024-12-13 03:30:00,10000.0,6.99,4.68,0.0,12.04
2024-12-13 03:45:00,10000.0,6.99,4.76,0.0,11.58
2024-12-13 04:00:00,10000.0,6.99,4.84,0.0,11.12
2024-12-13 04:15:00,10000.0,6.74,4.5375,0.0,11.12
2024-12-13 04:30:00,10000.0,6.49,4.234999999999999,0.0,11.12
2024-12-13 04:45:00,10000.0,6.24,3.9325,0.0,11.12
2024-12-13 05:00:00,10000.0,5.99,3.63,0.0,11.12
2024-12-13 05:15:00,10000.0,6.24,3.7824999999999998,0.0,12.0475
2024-12-13 05:30:00,10000.0,6.49,3.935,0.0,12.975
2024-12-13 05:45:00,10000.0,6.74,4.0875,0.0,13.9025
2024-12-13 06:00:00,10000.0,6.99,4.24,0.0,14.83
2024-12-13 06:15:00,10000.0,7.24,4.295,0.0,17.1425
2024-12-13 06:30:00,10000.0,7.49,4.35,0.0,19.455
2024-12-13 06:45:00,10000.0,7.74,4.405,0.0,21.7675
2024-12-13 07:00:00,10000.0,7.99,4.46,0.0,24.08
2024-12-13 07:15:00,10000.0,7.74,4.285,0.0,22.685
2024-12-13 07:30:00,10000.0,7.49,4.109999999999999,0.0,21.29
2024-12-13 07:45:00,10000.0,7.24,3.9349999999999996,0.0,19.895
2024-12-13 08:00:00,10000.0,6.99,3.76,0.0,18.5
2024-12-13 08:15:00,10000.0,6.99,3.76,0.0,18.5
2024-12-13 08:30:00,10000.0,6.99,3.76,0.0,18.5
2024-12-13 08:45:00,10000.0,6.99,3.76,0.0,18.5
2024-12-13 09:00:00,10000.0,6.99,3.76,0.0,18.5
2024-12-13 09:15:00,10000.0,7.24,4.13,0.0,18.0425
2024-12-13 09:30:00,10000.0,7.49,4.5,0.0,17.585
2024-12-13 09:45:00,10000.0,7.74,4.87,0.0,17.1275
2024-12-13 10:00:00,10000.0,7.99,5.24,0.0,16.67
2024-12-13 10:15:00,10000.0,8.24,5.325,0.0,18.9825
2024-12-13 10:30:00,10000.0,8.49,5.41,0.0,21.295
2024-12-13 10:45:00,10000.0,8.74,5.495,0.0,23.6075
2024-12-13 11:00:00,10000.0,8.99,5.58,0.0,25.92
2024-12-13 11:15:00,10000.0,9.24,6.115,0.0,23.6075
2024-12-13 11:30:00,10000.0,9.49,6.65,0.0,21.295
2024-12-13 11:45:00,10000.0,9.74,7.185,0.0,18.9825
2024-12-13 12:00:00,10000.0,9.99,7.72,0.0,16.67
2024-12-13 12:15:00,10000.0,9.99,7.5825,0.0,18.055
2024-12-13 12:30:00,10000.0,9.99,7.445,0.0,19.44
2024-12-13 12:45:00,10000.0,9.99,7.3075,0.0,20.825000000000003
2024-12-13 13:00:00,10000.0,9.99,7.17,0.0,22.21
2024-12-13 13:15:00,10000.0,10.24,7.91,0.0,22.21
2024-12-13 13:30:00,10000.0,10.49,8.65,0.0,22.21
2024-12-13 13:45:00,10000.0,10.74,9.39,0.0,22.21
2024-12-13 14:00:00,10000.0,10.99,10.13,0.0,22.21
2024-12-13 14:15:00,10000.0,10.74,9.39,0.0,22.21
2024-12-13 14:30:00,10000.0,10.49,8.65,0.0,22.21
2024-12-13 14:45:00,10000.0,10.24,7.91,0.0,22.21
2024-12-13 15:00:00,10000.0,9.99,7.17,0.0,22.21
2024-12-13 15:15:00,10000.0,9.74,6.9975000000000005,0.0,20.825000000000003
2024-12-13 15:30:00,10000.0,9.49,6.825,0.0,19.44
2024-12-13 15:45:00,10000.0,9.24,6.6525,0.0,18.055
2024-12-13 16:00:00,10000.0,8.99,6.48,0.0,16.67
2024-12-13 16:15:00,10000.0,8.49,6.16,0.0,14.815000000000001
2024-12-13 16:30:00,10000.0,7.99,5.84,0.0,12.96
2024-12-13 16:45:00,10000.0,7.49,5.5200000000000005,0.0,11.105
2024-12-13 17:00:00,10000.0,6.99,5.2,0.0,9.25
2024-12-13 17:15:00,10000.0,6.99,5.03,0.0,10.1775
2024-12-13 17:30:00,10000.0,6.99,4.859999999999999,0.0,11.105
2024-12-13 17:45:00,10000.0,6.99,4.6899999999999995,0.0,12.0325
2024-12-13 18:00:00,10000.0,6.99,4.52,0.0,12.96
2024-12-13 18:15:00,10000.0,6.99,4.6899999999999995,0.0,12.0325
2024-12-13 18:30:00,10000.0,6.99,4.859999999999999,0.0,11.105
2024-12-13 18:45:00,10000.0,6.99,5.03,0.0,10.1775
2024-12-13 19:00:00,10000.0,6.99,5.2,0.0,9.25
2024-12-13 19:15:00,10000.0,6.74,5.015000000000001,0.0,8.7925
2024-12-13 19:30:00,10000.0,6.49,4.83,0.0,8.335
2024-12-13 19:45:00,10000.0,6.24,4.645,0.0,7.8774999999999995
2024-12-13 20:00:00,10000.0,5.99,4.46,0.0,7.42
2024-12-13 20:15:00,10000.0,5.74,4.3149999999999995,0.0,6.95
2024-12-13 20:30:00,10000.0,5.49,4.17,0.0,6.48
2024-12-13 20:45:00,10000.0,5.24,4.025,0.0,6.01
2024-12-13 21:00:00,10000.0,4.99,3.88,0.0,5.54
2024-12-13 21:15:00,10000.0,4.99,4.1575,0.0,5.0825
2024-12-13 21:30:00,10000.0,4.99,4.4350000000000005,0.0,4.625
2024-12-13 21:45:00,10000.0,4.99,4.7125,0.0,4.1675
2024-12-13 22:00:00,10000.0,4.99,4.99,0.0,3.71
2024-12-13 22:15:00,10000.0,4.99,4.5675,0.0,4.6375
2024-12-13 22:30:00,10000.0,4.99,4.145,0.0,5.5649999999999995
2024-12-13 22:45:00,10000.0,4.99,3.7225,0.0,6.4925
2024-12-13 23:00:00,10000.0,4.99,3.3,0.0,7.42
2024-12-13 23:15:00,10000.0,4.99,3.445,0.0,6.95
2024-12-13 23:30:00,10000.0,4.99,3.59,0.0,6.48
2024-12-13 23:45:00,10000.0,4.99,3.735,0.0,6.01
2024-12-14 00:00:00,10000.0,4.99,3.88,0.0,5.54
2024-12-14 00:15:00,9250.0,4.99,4.1575,0.0,4.615
2024-12-14 00:30:00,8500.0,4.99,4.4350000000000005,0.0,3.69
2024-12-14 00:45:00,7750.0,4.99,4.7125,0.0,2.7649999999999997
2024-12-14 01:00:00,7000.0,4.99,4.99,0.0,1.84
2024-12-14 01:15:00,7000.0,4.74,4.275,0.0,3.2350000000000003
2024-12-14 01:30:00,7000.0,4.49,3.56,0.0,4.63
2024-12-14 01:45:00,7000.0,4.24,2.8449999999999998,0.0,6.025
2024-12-14 02:00:00,7000.0,3.99,2.13,0.0,7.42
2024-12-14 02:15:00,7750.0,3.99,2.13,0.0,7.42
2024-12-14 02:30:00,8500.0,3.99,2.13,0.0,7.42
2024-12-14 02:45:00,9250.0,3.99,2.13,0.0,7.42
2024-12-14 03:00:00,10000.0,3.99,2.13,0.0,7.42
2024-12-14 03:15:00,10000.0,3.99,2.13,0.0,7.42
2024-12-14 03:30:00,10000.0,3.99,2.13,0.0,7.42
2024-12-14 03:45:00,10000.0,3.99,2.13,0.0,7.42
2024-12-14 04:00:00,10000.0,3.99,2.13,0.0,7.42
2024-12-14 04:15:00,10000.0,3.99,2.5949999999999998,0.0,6.4925
2024-12-14 04:30:00,10000.0,3.99,3.06,0.0,5.5649999999999995
2024-12-14 04:45:00,10000.0,3.99,3.5250000000000004,0.0,4.6375
2024-12-14 05:00:00,10000.0,3.99,3.99,0.0,3.71
2024-12-14 05:15:00,10000.0,3.74,3.3925,0.0,4.1675
2024-12-14 05:30:00,10000.0,3.49,2.795,0.0,4.625
2024-12-14 05:45:00,10000.0,3.24,2.1975000000000002,0.0,5.0825
2024-12-14 06:00:00,10000.0,2.99,1.6,0.0,5.54
2024-12-14 06:15:00,10000.0,3.24,1.61,0.0,6.4675
2024-12-14 06:30:00,10000.0,3.49,1.62,0.0,7.395
2024-12-14 06:45:00,10000.0,3.74,1.63,0.0,8.3225
2024-12-14 07:00:00,10000.0,3.99,1.64,0.0,9.25
2024-12-14 07:15:00,10000.0,3.99,1.4475,0.0,10.1775
2024-12-14 07:30:00,10000.0,3.99,1.255,0.0,11.105
2024-12-14 07:45:00,10000.0,3.99,1.0625,0.0,12.0325
2024-12-14 08:00:00,10000.0,3.99,0.87,0.0,12.96
2024-12-14 08:15:00,10000.0,4.24,1.3599999999999999,0.0,12.0325
2024-12-14 08:30:00,10000.0,4.49,1.85,0.0,11.105
2024-12-14 08:45:00,10000.0,4.74,2.34,0.0,10.1775
2024-12-14 09:00:00,10000.0,4.99,2.83,0.0,9.25
2024-12-14 09:15:00,10000.0,5.49,3.4225000000000003,0.0,9.25
2024-12-14 09:30:00,10000.0,5.99,4.015000000000001,0.0,9.25
2024-12-14 09:45:00,10000.0,6.49,4.6075,0.0,9.25
2024-12-14 10:00:00,10000.0,6.99,5.2,0.0,9.25
2024-12-14 10:15:00,10000.0,7.24,5.015000000000001,0.0,12.9575
2024-12-14 10:30:00,10000.0,7.49,4.83,0.0,16.665
2024-12-14 10:45:00,10000.0,7.74,4.645,0.0,20.3725
2024-12-14 11:00:00,10000.0,7.99,4.46,0.0,24.08
2024-12-14 11:15:00,10000.0,8.24,4.9125,0.25,22.685
2024-12-14 11:30:00,10000.0,8.49,5.365,0.5,21.29
2024-12-14 11:45:00,10000.0,8.74,5.8175,0.75,19.895
2024-12-14 12:00:00,10000.0,8.99,6.27,1.0,18.5
2024-12-14 12:15:00,10000.0,8.99,6.1775,1.0,19.427500000000002
2024-12-14 12:30:00,10000.0,8.99,6.085,1.0,20.355
2024-12-14 12:45:00,10000.0,8.99,5.9925,1.0,21.2825
2024-12-14 13:00:00,10000.0,8.99,5.9,1.0,22.21
2024-12-14 13:15:00,10000.0,9.24,6.1075,0.75,23.605
2024-12-14 13:30:00,10000.0,9.49,6.315,0.5,25.0
2024-12-14 13:45:00,10000.0,9.74,6.522500000000001,0.25,26.395
2024-12-14 14:00:00,10000.0,9.99,6.73,0.0,27.79
2024-12-14 14:15:00,10000.0,9.74,6.442500000000001,0.0,27.322499999999998
2024-12-14 14:30:00,10000.0,9.49,6.155,0.0,26.855
2024-12-14 14:45:00,10000.0,9.24,5.8675,0.0,26.387500000000003
2024-12-14 15:00:00,10000.0,8.99,5.58,0.0,25.92
2024-12-14 15:15:00,10000.0,8.99,5.66,0.0,24.9925
2024-12-14 15:30:00,10000.0,8.99,5.74,0.0,24.065
2024-12-14 15:45:00,10000.0,8.99,5.82,0.0,23.137500000000003
2024-12-14 16:00:00,10000.0,8.99,5.9,0.0,22.21
2024-12-14 16:15:00,10000.0,8.74,5.5825000000000005,0.0,22.21
2024-12-14 16:30:00,10000.0,8.49,5.265000000000001,0.0,22.21
2024-12-14 16:45:00,10000.0,8.24,4.9475,0.0,22.21
2024-12-14 17:00:00,10000.0,7.99,4.63,0.0,22.21
2024-12-14 17:15:00,10000.0,7.99,4.63,0.0,22.21
2024-12-14 17:30:00,10000.0,7.99,4.63,0.0,22.21
2024-12-14 17:45:00,10000.0,7.99,4.63,0.0,22.21
2024-12-14 18:00:00,10000.0,7.99,4.63,0.0,22.21
2024-12-14 18:15:00,10000.0,7.99,4.6775,0.0,21.7525
2024-12-14 18:30:00,10000.0,7.99,4.725,0.0,21.295
2024-12-14 18:45:00,10000.0,7.99,4.7725,0.0,20.8375
2024-12-14 19:00:00,10000.0,7.99,4.82,0.0,20.38
2024-12-14 19:15:00,10000.0,7.74,4.675000000000001,0.0,18.9925
2024-12-14 19:30:00,10000.0,7.49,4.53,0.0,17.605
2024-12-14 19:45:00,10000.0,7.24,4.385,0.0,16.2175
2024-12-14 20:00:00,10000.0,6.99,4.24,0.0,14.83
2024-12-14 20:15:00,10000.0,6.99,4.5875,0.0,12.9775
2024-12-14 20:30:00,10000.0,6.99,4.9350000000000005,0.0,11.125
2024-12-14 20:45:00,10000.0,6.99,5.2825,0.0,9.2725
2024-12-14 21:00:00,10000.0,6.99,5.63,0.0,7.42
2024-12-14 21:15:00,10000.0,6.74,5.13,0.0,8.344999999999999
2024-12-14 21:30:00,10000.0,6.49,4.63,0.0,9.27
2024-12-14 21:45:00,10000.0,6.24,4.13,0.0,10.195
2024-12-14 22:00:00,10000.0,5.99,3.63,0.0,11.12
2024-12-14 22:15:00,10000.0,5.99,3.98,0.0,9.725
2024-12-14 22:30:00,10000.0,5.99,4.33,0.0,8.33
2024-12-14 22:45:00,10000.0,5.99,4.68,0.0,6.935
2024-12-14 23:00:00,10000.0,5.99,5.03,0.0,5.54
2024-12-14 23:15:00,10000.0,5.99,5.2700000000000005,0.0,5.0825
2024-12-14 23:30:00,10000.0,5.99,5.51,0.0,4.625
2024-12-14 23:45:00,10000.0,5.99,5.75,0.0,4.1675
2024-12-15 00:00:00,10000.0,5.99,5.99,0.0,3.71
2024-12-15 00:15:00,10000.0,5.74,5.74,0.25,2.7824999999999998
2024-12-15 00:30:00,10000.0,5.49,5.49,0.5,1.855
2024-12-15 00:45:00,10000.0,5.24,5.24,0.75,0.9275000000000002
2024-12-15 01:00:00,10000.0,4.99,4.99,1.0,0.0
2024-12-15 01:15:00,9000.0,4.99,4.99,0.75,0.9275
2024-12-15 01:30:00,8000.0,4.99,4.99,0.5,1.855
2024-12-15 01:45:00,7000.0,4.99,4.99,0.25,2.7824999999999998
2024-12-15 02:00:00,6000.0,4.99,4.99,0.0,3.71
2024-12-15 02:15:00,6000.0,5.24,5.0,0.0,4.1675
2024-12-15 02:30:00,6000.0,5.49,5.01,0.0,4.625
2024-12-15 02:45:00,6000.0,5.74,5.0200000000000005,0.0,5.0825
2024-12-15 03:00:00,6000.0,5.99,5.03,0.0,5.54
2024-12-15 03:15:00,7000.0,5.99,5.03,0.0,5.54
2024-12-15 03:30:00,8000.0,5.99,5.03,0.0,5.54
2024-12-15 03:45:00,9000.0,5.99,5.03,0.0,5.54
2024-12-15 04:00:00,10000.0,5.99,5.03,0.0,5.54
2024-12-15 04:15:00,10000.0,5.74,5.0200000000000005,0.0,4.615
2024-12-15 04:30:00,10000.0,5.49,5.01,0.0,3.69
2024-12-15 04:45:00,10000.0,5.24,5.0,0.0,2.7649999999999997
2024-12-15 05:00:00,10000.0,4.99,4.99,0.0,1.84
2024-12-15 05:15:00,10000.0,5.49,4.952500000000001,0.0,4.16
2024-12-15 05:30:00,10000.0,5.99,4.915,0.0,6.4799999999999995
2024-12-15 05:45:00,10000.0,6.49,4.8774999999999995,0.0,8.799999999999999
2024-12-15 06:00:00,10000.0,6.99,4.84,0.0,11.12
2024-12-15 06:15:00,10000.0,6.99,4.6899999999999995,0.0,12.0475
2024-12-15 06:30:00,10000.0,6.99,4.54,0.0,12.975
2024-12-15 06:45:00,10000.0,6.99,4.390000000000001,0.0,13.9025
2024-12-15 07:00:00,10000.0,6.99,4.24,0.0,14.83
2024-12-15 07:15:00,10000.0,6.74,4.0875,0.0,13.9025
2024-12-15 07:30:00,10000.0,6.49,3.935,0.0,12.975
2024-12-15 07:45:00,10000.0,6.24,3.7824999999999998,0.0,12.0475
2024-12-15 08:00:00,10000.0,5.99,3.63,0.0,11.12
2024-12-15 08:15:00,10000.0,6.24,3.8525,0.0,11.58
2024-12-15 08:30:00,10000.0,6.49,4.074999999999999,0.0,12.04
2024-12-15 08:45:00,10000.0,6.74,4.297499999999999,0.0,12.5
2024-12-15 09:00:00,10000.0,6.99,4.52,0.0,12.96
2024-12-15 09:15:00,9750.0,6.99,4.6,0.0,12.5
2024-12-15 09:30:00,9500.0,6.99,4.68,0.0,12.04
2024-12-15 09:45:00,9250.0,6.99,4.76,0.0,11.58
2024-12-15 10:00:00,9000.0,6.99,4.84,0.0,11.12
2024-12-15 10:15:00,9250.0,7.24,5.0649999999999995,0.0,11.58
2024-12-15 10:30:00,9500.0,7.49,5.29,0.0,12.04
2024-12-15 10:45:00,9750.0,7.74,5.515000000000001,0.0,12.5
2024-12-15 11:00:00,10000.0,7.99,5.74,0.0,12.96
2024-12-15 11:15:00,10000.0,7.99,5.6725,0.0,13.4275
2024-12-15 11:30:00,10000.0,7.99,5.605,0.0,13.895
2024-12-15 11:45:00,10000.0,7.99,5.5375,0.0,14.3625
2024-12-15 12:00:00,10000.0,7.99,5.47,0.0,14.83
2024-12-15 12:15:00,10000.0,8.24,5.5775,0.0,16.675
2024-12-15 12:30:00,10000.0,8.49,5.6850000000000005,0.0,18.52
2024-12-15 12:45:00,10000.0,8.74,5.7925,0.0,20.365000000000002
2024-12-15 13:00:00,10000.0,8.99,5.9,0.0,22.21
2024-12-15 13:15:00,10000.0,8.99,5.945,0.0,21.7525
2024-12-15 13:30:00,10000.0,8.99,5.99,0.0,21.295
2024-12-15 13:45:00,10000.0,8.99,6.035,0.0,20.8375
2024-12-15 14:00:00,10000.0,8.99,6.08,0.0,20.38
2024-12-15 14:15:00,10000.0,8.99,6.1274999999999995,0.0,19.91
2024-12-15 14:30:00,10000.0,8.99,6.175,0.0,19.439999999999998
2024-12-15 14:45:00,10000.0,8.99,6.2225,0.0,18.97
2024-12-15 15:00:00,10000.0,8.99,6.27,0.0,18.5
2024-12-15 15:15:00,10000.0,8.74,6.069999999999999,0.0,17.5825
2024-12-15 15:30:00,10000.0,8.49,5.869999999999999,0.0,16.665
2024-12-15 15:45:00,10000.0,8.24,5.67,0.0,15.7475
2024-12-15 16:00:00,10000.0,7.99,5.47,0.0,14.83
2024-12-15 16:15:00,10000.0,7.74,5.3125,0.0,13.9025
2024-12-15 16:30:00,10000.0,7.49,5.154999999999999,0.0,12.975
2024-12-15 16:45:00,10000.0,7.24,4.9975,0.0,12.0475
2024-12-15 17:00:00,10000.0,6.99,4.84,0.0,11.12
2024-12-15 17:15:00,10000.0,6.49,4.2375,0.0,11.12
2024-12-15 17:30:00,10000.0,5.99,3.635,0.0,11.12
2024-12-15 17:45:00,10000.0,5.49,3.0325,0.0,11.12
2024-12-15 18:00:00,10000.0,4.99,2.43,0.0,11.12
2024-12-15 18:15:00,10000.0,4.99,2.5300000000000002,0.0,10.6525
2024-12-15 18:30:00,10000.0,4.99,2.63,0.0,10.184999999999999
2024-12-15 18:45:00,10000.0,4.99,2.73,0.0,9.7175
2024-12-15 19:00:00,10000.0,4.99,2.83,0.0,9.25
2024-12-15 19:15:00,10000.0,4.74,2.6550000000000002,0.0,8.7925
2024-12-15 19:30:00,10000.0,4.49,2.48,0.0,8.335
